Company_Name,% of Market Value,Sector,Market Allocation,Market Value,Shares,Ticker
Qorvo Inc.,0.02%,Semiconductors,US,"$1,317,928.17 ","10,564",QRVO
Advanced Energy Industries Inc.,0.01%,Semiconductors,US,"$462,399.64 ","3,946",AEIS
Allegro MicroSystems Inc.,0.01%,Semiconductors,US,"$404,942.31 ","8,356",ALGM
Ambarella Inc.,0.01%,Semiconductors,KY,"$327,904.41 ","3,905",AMBA
Avnet Inc.,0.01%,Semiconductors,US,"$539,955.78 ","9,659",AVT
MACOM Technology Solutions Holdings Inc.,0.01%,Semiconductors,US,"$443,083.62 ","5,606",MTSI
Rambus Inc.,0.01%,Semiconductors,US,"$684,396.86 ","11,393",RMBS
Silicon Laboratories Inc.,0.01%,Semiconductors,US,"$605,314.72 ","3,207",SLAB
Synaptics Inc.,0.01%,Semiconductors,US,"$501,970.35 ","4,184",SYNA
Vishay Intertechnology Inc.,0.01%,Semiconductors,US,"$391,677.52 ","13,579",VSH
Wolfspeed Inc.,0.01%,Semiconductors,US,"$832,668.12 ","13,203",WOLF
Alpha & Omega Semiconductor Ltd.,0.00%,Semiconductors,BM,"$70,959.29 ","2,193",AOY.BE
AXT Inc.,0.00%,Semiconductors,US,"$14,493.67 ","4,007",AXTI
Credo Technology Group Holding Ltd.,0.00%,Semiconductors,KY,"$94,609.91 ","8,610",CRDO
EMCORE Corp.,0.00%,Semiconductors,US,"$7,172.98 ","4,857",EMKR
GSI Technology Inc.,0.00%,Semiconductors,US,"$3,424.07 ","1,641",GSIT
indie Semiconductor Inc.,0.00%,Semiconductors,US,"$73,068.56 ","7,124",INDI
Kopin Corp.,0.00%,Semiconductors,US,"$17,833.73 ","12,657",KOPN
Navitas Semiconductor Corp.,0.00%,Semiconductors,US,"$59,671.18 ","8,263",NVTS
nLight Inc.,0.00%,Semiconductors,US,"$51,212.78 ","4,310",LASR
NVE Corp.,0.00%,Semiconductors,US,"$50,771.80 ",497,NVEC
Peraso Inc.,0.00%,Semiconductors,US,$916.70 ,"1,691",PRSO
Pixelworks Inc.,0.00%,Semiconductors,US,"$15,081.42 ","7,895",PXLW
QuickLogic Corp.,0.00%,Semiconductors,US,"$13,311.12 ","1,803",QUIK
SkyWater Technology Inc.,0.00%,Semiconductors,US,"$25,935.08 ","2,118",SKYT
Transphorm Inc.,0.00%,Semiconductors,US,"$11,461.84 ","2,756",TGAN
Monster Beverage Corp.,0.10%,Soft Drinks,US,"$5,870,564.97 ","77,375",MNST
Keurig Dr Pepper Inc.,0.07%,Soft Drinks,US,"$3,958,934.05 ","89,359",KDP
Primo Water Corp.,0.01%,Soft Drinks,CA,"$331,340.54 ","16,100",PRMW
Alkaline Water Co. Inc.,0.00%,Soft Drinks,US,$762.98 ,517,WTER
Farmer Bros Co.,0.00%,Soft Drinks,US,"$6,737.16 ","1,745",FARM
National Beverage Corp.,0.00%,Soft Drinks,US,"$165,264.62 ","2,454",FIZZ
Splash Beverage Group Inc.,0.00%,Soft Drinks,US,"$5,048.34 ","3,240",SBEV
Vita Coco Co. Inc.,0.00%,Soft Drinks,US,"$82,724.54 ","2,820",COCO
Zevia PBC,0.00%,Soft Drinks,US,"$4,399.25 ",925,ZVIA
Microsoft Corp.,5.57%,Software,US,"$328,201,805.14 ","788,395",MSFT
Adobe Inc.,0.42%,Software,US,"$24,799,805.78 ","48,481",ADBE
Oracle Corp.,0.34%,Software,US,"$20,153,712.68 ","157,044",ORCL
Synopsys Inc.,0.14%,Software,US,"$8,111,292.41 ","16,123",SNPS
Palo Alto Networks Inc.,0.13%,Software,US,"$7,922,226.63 ","32,047",PANW
Autodesk Inc.,0.10%,Software,US,"$6,030,959.83 ","22,852",ADSK
Workday Inc.,0.09%,Software,US,"$5,397,487.67 ","21,402",WDAY
VMware Inc.,0.07%,Software,US,"$4,198,473.49 ","24,785",VMW
Crowdstrike Holdings Inc.,0.06%,Software,US,"$3,761,359.72 ","23,126",CRWD
Atlassian Corp.,0.05%,Software,US,"$3,178,360.25 ","15,887",TEAM
Palantir Technologies Inc.,0.03%,Software,US,"$1,887,146.41 ","179,727",PLTR
PTC Inc.,0.03%,Software,US,"$1,920,844.22 ","11,271",PTC
Splunk Inc.,0.03%,Software,US,"$2,027,219.04 ","17,350",SPLK
SS&C Technologies Holdings Inc.,0.03%,Software,US,"$1,800,421.57 ","22,700",SSNC
Bentley Systems Inc.,0.02%,Software,US,"$1,353,432.37 ","23,472",BSY
Black Knight Inc.,0.02%,Software,US,"$1,100,408.12 ","14,865",BKI
Dell Technologies Inc.,0.02%,Software,US,"$1,434,124.45 ","24,339",DELL
Gen Digital Inc.,0.02%,Software,US,"$1,379,538.73 ","57,624",GEN
ZoomInfo Technologies Inc.,0.02%,Software,US,"$1,081,092.71 ","36,419",ZI
Zscaler Inc.,0.02%,Software,US,"$1,120,596.87 ","9,180",ZS
Altair Engineering Inc.,0.01%,Software,US,"$517,044.52 ","5,527",ALTR
AppLovin Corp.,0.01%,Software,US,"$392,708.85 ","17,050",APP
Blackbaud Inc.,0.01%,Software,US,"$527,288.56 ","5,612",BLKB
Box Inc.,0.01%,Software,US,"$513,995.76 ","14,338",JACK
Dolby Laboratories Inc.,0.01%,Software,US,"$714,514.71 ","6,302",DLB
DoubleVerify Holdings Inc.,0.01%,Software,US,"$453,864.27 ","11,387",DV
Dropbox Inc.,0.01%,Software,US,"$766,571.67 ","27,817",DBX
Five9 Inc.,0.01%,Software,US,"$653,723.51 ","7,441",FIVN
Gitlab Inc.,0.01%,Software,US,"$336,559.41 ","8,182",GTLB
MicroStrategy Inc.,0.01%,Software,US,"$460,388.48 ","1,035",MSTR
Nutanix Inc.,0.01%,Software,US,"$791,995.52 ","24,377",NTNX
Procore Technologies Inc.,0.01%,Software,US,"$582,869.37 ","8,055",PCOR
Progress Software Corp.,0.01%,Software,US,"$343,671.92 ","4,622",PRGS
Rapid7 Inc.,0.01%,Software,US,"$391,209.17 ","5,940",RPD
RingCentral Inc.,0.01%,Software,US,"$336,939.61 ","9,024",RNG
Samsara Inc.,0.01%,Software,US,"$294,276.45 ","12,033",IOT
Smartsheet Inc.,0.01%,Software,US,"$733,754.57 ","13,251",SMAR
Sprout Social Inc.,0.01%,Software,US,"$319,882.41 ","4,793",SPT
Toast Inc.,0.01%,Software,US,"$832,376.01 ","33,756",TOST
UiPath Inc.,0.01%,Software,US,"$616,888.97 ","32,338",PATH
Varonis Systems Inc.,0.01%,Software,US,"$340,416.09 ","10,849",VRNS
A10 Networks Inc.,0.00%,Software,US,"$141,965.56 ","7,410",ATEN
Alkami Technology Inc.,0.00%,Software,US,"$58,965.20 ","3,630",ALKT
Appian Corp.,0.00%,Software,US,"$225,531.13 ","4,433",APPN
Asure Software Inc.,0.00%,Software,US,"$39,377.07 ","2,179",ASUR
Backblaze Inc.,0.00%,Software,US,"$9,743.39 ","1,729",BLZE
Bandwidth Inc.,0.00%,Software,US,"$35,465.27 ","2,151",BAND
BigBear.ai Holdings Inc.,0.00%,Software,US,"$9,196.52 ","2,341",BBAI
BigCommerce Holdings Inc.,0.00%,Software,US,"$62,304.45 ","6,223",BIGC
Braze Inc.,0.00%,Software,US,"$158,906.97 ","3,989",BRZE
BTCS Inc.,0.00%,Software,US,"$1,720.85 ",955,BTCS
CCC Intelligent Solutions Holdings Inc.,0.00%,Software,US,"$196,204.07 ","16,684",CCCS
CoreCard Corp.,0.00%,Software,US,"$26,309.65 ",754,CCRD
Creative Realities Inc.,0.00%,Software,US,$662.39 ,194,CREX
CYNGN Inc.,0.00%,Software,US,"$2,480.71 ","1,635",CYN
Digimarc Corp.,0.00%,Software,US,"$38,623.65 ","1,673",DMRC
Domo Inc.,0.00%,Software,US,"$66,039.31 ","3,069",DOMO
Duos Technologies Group Inc.,0.00%,Software,US,"$1,291.56 ",250,DUOT
E2open Parent Holdings Inc.,0.00%,Software,US,"$192,796.10 ","22,623",ETWO
EngageSmart Inc.,0.00%,Software,US,"$81,080.66 ","3,485",ESMT
Everbridge Inc.,0.00%,Software,US,"$151,416.61 ","4,253",EVBG
HashiCorp Inc.,0.00%,Software,US,"$252,776.40 ","6,959",HCP
Informatica Inc.,0.00%,Software,US,"$80,338.70 ","3,836",INFA
Innovid Corp.,0.00%,Software,US,"$11,207.80 ","8,810",CTV
Intapp Inc.,0.00%,Software,US,"$91,449.81 ","1,674",INTA
Intellicheck Inc.,0.00%,Software,US,"$6,886.37 ","2,290",IDN
Intrusion Inc.,0.00%,Software,US,"$1,941.96 ","1,419",INTZ
JFrog Ltd.,0.00%,Software,IL,"$176,292.96 ","7,007",FROG
LivePerson Inc.,0.00%,Software,US,"$46,221.29 ","7,368",LPSN
MeridianLink Inc.,0.00%,Software,US,"$31,847.54 ","1,573",MLNK
N-able Inc.,0.00%,Software,US,"$114,591.68 ","6,634",NABL
NextNav Inc.,0.00%,Software,US,"$10,398.35 ","3,553",NN
Paycor HCM Inc.,0.00%,Software,US,"$187,598.84 ","5,892",PYCR
Pegasystems Inc.,0.00%,Software,US,"$270,822.32 ","4,382",PEGA
Planet Labs PBC,0.00%,Software,US,"$109,299.53 ","19,773",PL
PROS Holdings Inc.,0.00%,Software,US,"$161,461.96 ","4,201",PRO
Q2 Holdings Inc.,0.00%,Software,US,"$195,246.50 ","5,853",QTWO
Quantum Computing Inc.,0.00%,Software,US,"$4,674.62 ","3,000",QUBT
SeaChange International Inc.,0.00%,Software,US,"$2,451.15 ","4,066",SEAC
SecureWorks Corp.,0.00%,Software,US,"$11,021.66 ",897,SCWX
Simulations Plus Inc.,0.00%,Software,US,"$91,702.41 ","1,621",SLP
Smith Micro Software Inc.,0.00%,Software,US,"$10,765.23 ","6,850",SMSI
SolarWinds Corp.,0.00%,Software,US,"$64,422.89 ","5,516",SWI
Sprinklr Inc.,0.00%,Software,US,"$167,490.16 ","10,336",CXM
T Stamp Inc.,0.00%,Software,US,$373.57 ,151,IDAI
Upland Software Inc.,0.00%,Software,US,"$16,609.56 ","3,340",UPLD
Veradigm Inc.,0.00%,Software,US,"$186,562.20 ","11,025",MDRX
Veritone Inc.,0.00%,Software,US,"$25,000.10 ","3,877",VERI
Viant Technology Inc.,0.00%,Software,US,"$10,406.80 ","1,738",DSP
Vimeo Inc.,0.00%,Software,US,"$60,502.41 ","13,573",VMEO
VirnetX Holding Corp.,0.00%,Software,US,"$4,418.82 ","7,914",VHC
WaveDancer Inc.,0.00%,Software,US,$57.58 ,94,WAVD
Weave Communications Inc.,0.00%,Software,US,"$17,644.47 ","2,940",WEAV
Zuora Inc.,0.00%,Software,US,"$138,332.63 ","13,107",ZUO
Air Products and Chemicals Inc.,0.16%,Specialty Chemicals,US,"$9,381,023.74 ","23,522",APD
LyondellBasell Industries NV,0.06%,Specialty Chemicals,NL,"$3,540,809.76 ","27,623",LYB
Balchem Corp.,0.01%,Specialty Chemicals,US,"$606,875.62 ","3,409",BCPC
Chemours Co.,0.01%,Specialty Chemicals,US,"$616,616.24 ","15,656",CC
Innospec Inc.,0.01%,Specialty Chemicals,US,"$361,245.52 ","2,624",IOSP
NewMarket Corp.,0.01%,Specialty Chemicals,US,"$392,026.41 ",724,NEU
Quaker Chemical Corp.,0.01%,Specialty Chemicals,US,"$362,695.27 ","1,434",KWR
Valvoline Inc.,0.01%,Specialty Chemicals,US,"$854,828.69 ","18,262",VVV
Ecovyst Inc.,0.00%,Specialty Chemicals,US,"$145,275.57 ","9,447",ECVT
Flexible Solutions International Inc.,0.00%,Specialty Chemicals,CA,"$3,878.11 ",945,FSI
FutureFuel Corp.,0.00%,Specialty Chemicals,US,"$27,343.92 ","2,691",FF
Origin Materials Inc.,0.00%,Specialty Chemicals,US,"$55,319.85 ","10,337",ORGN
Stepan Co.,0.00%,Specialty Chemicals,US,"$280,390.53 ","2,245",SCL
Tronox Holdings plc,0.00%,Specialty Chemicals,GB,"$228,877.74 ","12,340",TROX
O'Reilly Automotive Inc.,0.14%,Specialty Retailers,US,"$8,203,624.22 ","6,601",ORLY
AutoZone Inc.,0.12%,Specialty Retailers,US,"$7,169,085.91 ","1,987",AZO
Tractor Supply Co.,0.06%,Specialty Retailers,US,"$3,760,855.00 ","11,644",TSCO
Five Below Inc.,0.03%,Specialty Retailers,US,"$1,494,213.56 ","5,588",FIVE
Advance Auto Parts Inc.,0.02%,Specialty Retailers,US,"$1,066,711.75 ","6,272",AAP
AutoNation Inc.,0.01%,Specialty Retailers,US,"$710,129.44 ","3,980",AN
Group 1 Automotive Inc.,0.01%,Specialty Retailers,US,"$433,900.62 ","1,427",GPI
Lithia Motors Inc.,0.01%,Specialty Retailers,US,"$867,008.77 ","2,897",LAD
Murphy USA Inc.,0.01%,Specialty Retailers,US,"$771,414.00 ","2,069",MUSA
Penske Automotive Group Inc.,0.01%,Specialty Retailers,US,"$411,615.63 ","2,192",PAG
Rush Enterprises Inc.,0.01%,Specialty Retailers,US,"$300,180.88 ","4,172",RUSHA
Wayfair Inc.,0.01%,Specialty Retailers,US,"$350,729.54 ","7,432",W
Barnes & Noble Education Inc.,0.00%,Specialty Retailers,US,"$8,629.81 ","4,083",BNED
Brilliant Earth Group Inc.,0.00%,Specialty Retailers,US,"$7,357.95 ","1,299",BRLT
Build-A-Bear Workshop Inc.,0.00%,Specialty Retailers,US,"$42,738.46 ","1,360",BBW
Clean Energy Fuels Corp.,0.00%,Specialty Retailers,US,"$100,748.74 ","17,415",CLNE
Climb Global Solutions Inc.,0.00%,Specialty Retailers,US,"$21,797.49 ",362,CLMB
Container Store Group Inc.,0.00%,Specialty Retailers,US,"$17,404.78 ","4,157",TCS
Hibbett Inc.,0.00%,Specialty Retailers,US,"$89,285.57 ","1,213",HIBB
JOANN Inc.,0.00%,Specialty Retailers,US,"$2,879.79 ","1,229",JOAN
Kirkland's Inc.,0.00%,Specialty Retailers,US,"$6,457.31 ","1,563",KIRK
Lazydays Holdings Inc.,0.00%,Specialty Retailers,US,"$7,102.96 ",442,LAZY
ODP Corp.,0.00%,Specialty Retailers,US,"$270,340.13 ","4,618",ODP
PARTS iD Inc.,0.00%,Specialty Retailers,US,$232.94 ,492,ID
Petco Health & Wellness Co. Inc.,0.00%,Specialty Retailers,US,"$115,809.87 ","8,582",WOOF.MX
Rush Enterprises Inc.,0.00%,Specialty Retailers,US,"$65,160.59 ",821,RUSHA
Sally Beauty Holdings Inc.,0.00%,Specialty Retailers,US,"$217,011.92 ","11,256",SBH
Tile Shop Holdings Inc.,0.00%,Specialty Retailers,US,"$14,180.26 ","2,232",TTSH
Winmark Corp.,0.00%,Specialty Retailers,US,"$112,759.54 ",249,WINA
National Storage Affiliates Trust,0.01%,Storage REITs,US,"$475,635.34 ","9,107",NSA
Motorola Solutions Inc.,0.12%,Telecommunications Equipment,US,"$6,994,322.39 ","17,716",MSI
Ciena Corp.,0.02%,Telecommunications Equipment,US,"$985,568.13 ","15,800",CIEN
Juniper Networks Inc.,0.02%,Telecommunications Equipment,US,"$1,399,647.73 ","34,264",JNPR
Calix Inc.,0.01%,Telecommunications Equipment,US,"$367,898.41 ","5,942",CALX
Lumentum Holdings Inc.,0.01%,Telecommunications Equipment,US,"$451,920.43 ","6,913",LITE
Viasat Inc.,0.01%,Telecommunications Equipment,US,"$366,557.38 ","7,723",VSAT
Airgain Inc.,0.00%,Telecommunications Equipment,US,"$9,644.58 ","1,213",AIRG
Airspan Networks Holdings Inc.,0.00%,Telecommunications Equipment,US,"$1,286.26 ","2,096",MIMO
Akoustis Technologies Inc.,0.00%,Telecommunications Equipment,US,"$29,889.26 ","7,741",AKTS
Applied Optoelectronics Inc.,0.00%,Telecommunications Equipment,US,"$7,426.24 ","2,825",AAOI
Aviat Networks Inc.,0.00%,Telecommunications Equipment,US,"$45,620.36 ","1,026",AVNW
Bel Fuse Inc.,0.00%,Telecommunications Equipment,US,"$71,137.38 ","1,292",BELFB
Bel Fuse Inc.,0.00%,Telecommunications Equipment,US,$703.08 ,12,BELFB
CalAmp Corp.,0.00%,Telecommunications Equipment,US,"$14,340.21 ","4,167",CAMP
Cambium Networks Corp.,0.00%,Telecommunications Equipment,KY,"$24,282.17 ","1,184",CMBM
ClearOne Inc.,0.00%,Telecommunications Equipment,US,"$1,471.95 ",849,CLRO
CommScope Holding Co. Inc.,0.00%,Telecommunications Equipment,US,"$138,112.86 ","20,677",COMM
COMSovereign Holding Corp.,0.00%,Telecommunications Equipment,US,$94.67 ,39,COMS
Digi International Inc.,0.00%,Telecommunications Equipment,US,"$144,802.42 ","3,544",DGII
DZS Inc.,0.00%,Telecommunications Equipment,US,"$20,151.43 ","2,187",DZSI
EchoStar Corp.,0.00%,Telecommunications Equipment,US,"$87,256.97 ","3,773",SATS
Genasys Inc.,0.00%,Telecommunications Equipment,US,"$13,821.33 ","3,458",GNSS
Infinera Corp.,0.00%,Telecommunications Equipment,US,"$170,085.11 ","19,832",INFN
Inseego Corp.,0.00%,Telecommunications Equipment,US,"$8,454.01 ","10,365",INSG
InterDigital Inc.,0.00%,Telecommunications Equipment,US,"$289,576.36 ","3,155",IDCC
Lantronix Inc.,0.00%,Telecommunications Equipment,US,"$10,481.24 ","2,102",LTRX
Lightwave Logic Inc.,0.00%,Telecommunications Equipment,US,"$68,570.44 ","11,247",LWLG
Sonim Technologies Inc.,0.00%,Telecommunications Equipment,US,$947.94 ,603,SONM
TESSCO Technologies Inc.,0.00%,Telecommunications Equipment,US,"$5,600.15 ",471,TESS
Viavi Solutions Inc.,0.00%,Telecommunications Equipment,US,"$287,140.71 ","23,654",VIAV
Vislink Technologies Inc.,0.00%,Telecommunications Equipment,US,"$1,179.38 ","3,815",VISL
Verizon Communications Inc.,0.36%,Telecommunications Services,US,"$21,046,678.52 ","400,060",VZ
AT&T Inc.,0.31%,Telecommunications Services,US,"$18,088,190.57 ","755,557",T
T-Mobile US Inc.,0.21%,Telecommunications Services,US,"$12,597,034.64 ","64,612",TMUS
Cogent Communications Holdings Inc.,0.01%,Telecommunications Services,US,"$433,771.65 ","4,637",CCOI
Frontier Communications Parent Inc.,0.01%,Telecommunications Services,US,"$796,369.86 ","26,078",FYBR
Lumen Technologies Inc.,0.01%,Telecommunications Services,US,"$358,629.77 ","111,688",LUMN
Charge Enterprises Inc.,0.00%,Telecommunications Services,US,"$12,468.04 ","8,682",CRGE
Consolidated Communications Holdings Inc.,0.00%,Telecommunications Services,US,"$39,447.21 ","7,523",CNSL
Crexendo Inc.,0.00%,Telecommunications Services,US,"$2,300.14 ","1,179",CXDO
Gogo Inc.,0.00%,Telecommunications Services,US,"$119,594.99 ","6,583",GGR
IDT Corp.,0.00%,Telecommunications Services,US,"$98,176.33 ","2,182",IDT
Ooma Inc.,0.00%,Telecommunications Services,US,"$38,118.27 ","2,287",OOMA
Telephone and Data Systems Inc.,0.00%,Telecommunications Services,US,"$145,508.70 ","10,740",TDS
Culp Inc.,0.00%,Textile Products,US,"$6,258.31 ",846,CULP
Unifi Inc.,0.00%,Textile Products,US,"$20,913.94 ","1,758",UFI
Weyerhaeuser Co.,0.05%,Timber REITs,US,"$3,143,403.28 ","77,570",WY
Rayonier Inc.,0.01%,Timber REITs,US,"$659,456.09 ","15,521",RYN
Philip Morris International Inc.,0.38%,Tobacco,US,"$22,238,600.78 ","164,190",PM
22nd Century Group Inc.,0.00%,Tobacco,US,"$19,962.86 ","20,741",XXII
Mattel Inc.,0.02%,Toys,US,"$917,480.06 ","37,621",MAT
Funko Inc.,0.00%,Toys,US,"$41,816.58 ","3,130",FNKO
American Express Co.,0.22%,Transaction Processing Services,US,"$12,922,733.05 ","59,118",AXP
PayPal Holdings Inc.,0.21%,Transaction Processing Services,US,"$12,341,089.28 ","119,853",PYPL
Block Inc.,0.08%,Transaction Processing Services,US,"$4,722,491.40 ","57,339",SQ
WEX Inc.,0.02%,Transaction Processing Services,US,"$1,109,080.69 ","4,616",WEX
ACI Worldwide Inc.,0.01%,Transaction Processing Services,US,"$407,283.38 ","11,868",ACIW
Euronet Worldwide Inc.,0.01%,Transaction Processing Services,US,"$752,651.28 ","5,016",EEFT
EVERTEC Inc.,0.01%,Transaction Processing Services,PR,"$327,008.89 ","6,958",EVTC
Shift4 Payments Inc.,0.01%,Transaction Processing Services,US,"$487,990.55 ","5,315",FOUR
Affirm Holdings Inc.,0.00%,Transaction Processing Services,US,"$281,964.12 ","21,107",AFRM
AppTech Payments Corp.,0.00%,Transaction Processing Services,US,"$3,079.71 ",988,APCX
Atlanticus Holdings Corp.,0.00%,Transaction Processing Services,US,"$20,219.17 ",512,ATLC
BM Technologies Inc.,0.00%,Transaction Processing Services,US,"$7,369.09 ","1,813",BMTX
Cantaloupe Inc.,0.00%,Transaction Processing Services,US,"$51,971.20 ","6,962",CTLP
CPI Card Group Inc.,0.00%,Transaction Processing Services,US,"$25,586.69 ",451,PMTS
Green Dot Corp.,0.00%,Transaction Processing Services,US,"$109,325.89 ","4,694",GDOT
International Money Express Inc.,0.00%,Transaction Processing Services,US,"$124,694.25 ","3,570",IMXI
Katapult Holdings Inc.,0.00%,Transaction Processing Services,US,"$3,414.55 ","5,601",KPLT
Marqeta Inc.,0.00%,Transaction Processing Services,US,"$286,229.04 ","52,164",MQ
OLB Group Inc.,0.00%,Transaction Processing Services,US,$723.17 ,587,OLB
Payoneer Global Inc.,0.00%,Transaction Processing Services,US,"$193,191.10 ","26,116",PAYO
Paysign Inc.,0.00%,Transaction Processing Services,US,"$12,211.08 ","2,539",PAYS
Priority Technology Holdings Inc.,0.00%,Transaction Processing Services,US,"$3,553.65 ",817,PRTH
Remitly Global Inc.,0.00%,Transaction Processing Services,US,"$248,974.11 ","10,938",RELY
Repay Holdings Corp.,0.00%,Transaction Processing Services,US,"$67,252.86 ","7,917",RPAY
Ryvyl Inc.,0.00%,Transaction Processing Services,US,$791.30 ,899,RVYL
Usio Inc.,0.00%,Transaction Processing Services,US,"$6,364.65 ","2,581",USIO
Expeditors International of Washington Inc.,0.04%,Transportation Services,US,"$2,600,540.28 ","16,861",EXPD
GXO Logistics Inc.,0.02%,Transportation Services,US,"$907,329.60 ","12,605",GXO
Hub Group Inc.,0.01%,Transportation Services,US,"$333,796.82 ","3,268",HUBG
FTAI Infrastructure Inc.,0.00%,Transportation Services,US,"$45,639.45 ","10,866",FIP
Iteris Inc.,0.00%,Transportation Services,US,"$33,170.22 ","5,311",ITI
SP Plus Corp.,0.00%,Transportation Services,US,"$94,930.89 ","2,051",SP
Booking Holdings Inc.,0.25%,Travel and Tourism,US,"$14,510,224.22 ","3,987",BKNG
Airbnb Inc.,0.11%,Travel and Tourism,US,"$6,319,193.74 ","38,975",ABNB
Norwegian Cruise Line Holdings Ltd.,0.01%,Travel and Tourism,BM,"$805,698.86 ","44,545",NCLH
Sabre Corp.,0.00%,Travel and Tourism,US,"$189,829.16 ","35,028",SABR
Travelzoo,0.00%,Travel and Tourism,US,"$9,437.80 ",935,TZOO
TripAdvisor Inc.,0.00%,Travel and Tourism,US,"$260,078.78 ","10,827",TRIP
Daseke Inc.,0.00%,Trucking,US,"$49,513.94 ","4,468",DSKE
Marten Transport Ltd.,0.00%,Trucking,US,"$163,649.37 ","5,983",MRTN
Schneider National Inc.,0.00%,Trucking,US,"$165,207.88 ","4,659",SNDR
Waste Management Inc.,0.17%,Waste and Disposal Services,US,"$9,725,825.56 ","43,231",WM
Waste Connections Inc.,0.09%,Waste and Disposal Services,CA,"$5,135,801.81 ","27,242",WCN
Republic Services Inc.,0.07%,Waste and Disposal Services,US,"$4,262,973.58 ","21,757",RSG
Clean Harbors Inc.,0.02%,Waste and Disposal Services,US,"$1,067,874.90 ","5,430",CLH
Aqua Metals Inc.,0.00%,Waste and Disposal Services,US,"$10,042.82 ","6,446",AQMS
Harsco Corp.,0.00%,Waste and Disposal Services,US,"$81,313.82 ","8,736",HSC
Heritage-Crystal Clean Inc.,0.00%,Waste and Disposal Services,US,"$91,861.67 ","1,939",HCCI
Quest Resource Holding Corp.,0.00%,Waste and Disposal Services,US,"$13,865.19 ","1,904",QRHC
American Water Works Co. Inc.,0.07%,Water,US,"$4,108,930.49 ","20,457",AWK
Essential Utilities Inc.,0.02%,Water,US,"$1,446,038.12 ","24,995",WTRG
Evoqua Water Technologies Corp.,0.01%,Water,US,"$865,615.69 ","12,920",AQUA
SJW Group,0.01%,Water,US,"$300,649.09 ","2,923",SJW
Artesian Resources Corp.,0.00%,Water,US,"$63,166.87 ",851,ARTNA
Middlesex Water Co.,0.00%,Water,US,"$185,087.46 ","1,872",MSEX
Oncternal Therapeutics Inc.,0.00%,,US,$42.28 ,30,ONCT
